timestamp,open,high,low,close,volume
2018-06-05 11:20:00,193.3700,193.5048,193.3700,193.5000,39982
2018-06-05 11:19:00,193.3600,193.3900,193.3546,193.3798,17008
2018-06-05 11:18:00,193.3100,193.3900,193.3000,193.3700,32740
2018-06-05 11:17:00,193.4000,193.4000,193.3000,193.3000,36416
2018-06-05 11:16:00,193.3300,193.3960,193.3200,193.3900,36124
2018-06-05 11:15:00,193.3500,193.3500,193.2700,193.3200,31731
2018-06-05 11:14:00,193.2200,193.3400,193.2200,193.3400,45139
2018-06-05 11:13:00,193.1800,193.2500,193.1700,193.2400,44514
2018-06-05 11:12:00,193.2050,193.2300,193.1450,193.1800,50802
2018-06-05 11:11:00,193.0733,193.2000,193.0400,193.1950,45945
2018-06-05 11:10:00,193.1400,193.2500,193.0700,193.0800,68183
2018-06-05 11:09:00,193.1900,193.2500,193.1300,193.1400,57979
2018-06-05 11:08:00,193.3300,193.3300,193.1800,193.2000,70033
2018-06-05 11:07:00,193.3800,193.4872,193.3300,193.3400,73284
2018-06-05 11:06:00,193.5500,193.5500,193.3750,193.3900,84390
2018-06-05 11:05:00,193.5900,193.5900,193.5200,193.5500,20026
2018-06-05 11:04:00,193.5630,193.5900,193.5400,193.5900,21223
2018-06-05 11:03:00,193.6200,193.6400,193.5600,193.5600,18144
2018-06-05 11:02:00,193.6150,193.6300,193.5200,193.6102,32028
2018-06-05 11:01:00,193.6900,193.7400,193.5900,193.6101,53507
2018-06-05 11:00:00,193.6845,193.7200,193.6800,193.7000,30811
2018-06-05 10:59:00,193.6868,193.7200,193.6400,193.6800,38566
2018-06-05 10:58:00,193.7000,193.7285,193.6700,193.7000,57676
2018-06-05 10:57:00,193.6886,193.7200,193.6500,193.7000,106047
2018-06-05 10:56:00,193.6798,193.7100,193.6300,193.6800,41415
2018-06-05 10:55:00,193.6310,193.6700,193.6000,193.6700,45330
2018-06-05 10:54:00,193.5800,193.6400,193.5700,193.6399,42293
2018-06-05 10:53:00,193.5169,193.6400,193.5000,193.5736,71844
2018-06-05 10:52:00,193.4300,193.5300,193.4300,193.5100,48416
2018-06-05 10:51:00,193.4000,193.4600,193.3950,193.4500,23440
2018-06-05 10:50:00,193.4200,193.4400,193.3350,193.4099,32429
2018-06-05 10:49:00,193.3800,193.4900,193.3800,193.4100,38430
2018-06-05 10:48:00,193.4400,193.4400,193.3301,193.3800,32274
2018-06-05 10:47:00,193.4961,193.4961,193.4100,193.4450,24555
2018-06-05 10:46:00,193.4460,193.5100,193.4339,193.4900,42530
2018-06-05 10:45:00,193.3400,193.4500,193.3400,193.4500,33940
2018-06-05 10:44:00,193.3150,193.3900,193.3000,193.3200,24469
2018-06-05 10:43:00,193.2400,193.3353,193.2400,193.3200,31302
2018-06-05 10:42:00,193.2600,193.3000,193.2200,193.2425,46016
2018-06-05 10:41:00,193.3900,193.4100,193.2400,193.2500,31075
2018-06-05 10:40:00,193.3400,193.4300,193.2900,193.4000,39551
2018-06-05 10:39:00,193.2850,193.3400,193.2400,193.3100,51091
2018-06-05 10:38:00,193.2736,193.3050,193.2400,193.2800,61832
2018-06-05 10:37:00,193.3500,193.4100,193.2400,193.2700,55167
2018-06-05 10:36:00,193.5500,193.5650,193.3100,193.3400,78470
2018-06-05 10:35:00,193.5300,193.6100,193.5200,193.5500,41058
2018-06-05 10:34:00,193.6400,193.6400,193.5400,193.5500,41401
2018-06-05 10:33:00,193.6200,193.6400,193.5400,193.6400,47762
2018-06-05 10:32:00,193.7050,193.7100,193.6200,193.6200,51353
2018-06-05 10:31:00,193.6400,193.7100,193.6400,193.7050,44592
2018-06-05 10:30:00,193.5300,193.6400,193.5210,193.6299,34121
2018-06-05 10:29:00,193.4900,193.6000,193.4600,193.5354,62731
2018-06-05 10:28:00,193.6900,193.6900,193.4950,193.4950,101527
2018-06-05 10:27:00,193.8300,193.8300,193.6741,193.6750,61114
2018-06-05 10:26:00,193.7507,193.8600,193.7400,193.8200,56920
2018-06-05 10:25:00,193.7600,193.8090,193.7228,193.7500,46459
2018-06-05 10:24:00,193.8000,193.8200,193.6900,193.7700,54097
2018-06-05 10:23:00,193.9000,193.9350,193.7600,193.8000,74923
